80854,22:27:34,22,27,34,80854,22:00-22:59,7,Evening (18:00 PM To 23:59 PM)
58026,16:07:06,16,7,6,58026,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
75717,21:01:57,21,1,57,75717,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
42775,11:52:55,11,52,55,42775,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
51185,14:13:05,14,13,5,51185,14:00-14:59,5,Mid Afternoon (14:00 PM To 15:59 PM)
41201,11:26:41,11,26,41,41201,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
36227,10:03:47,10,3,47,36227,10:00-10:59,3,Mid Morning (9:00 AM To 11:59 AM)
51184,14:13:04,14,13,4,51184,14:00-14:59,5,Mid Afternoon (14:00 PM To 15:59 PM)
41205,11:26:45,11,26,45,41205,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
71724,19:55:24,19,55,24,71724,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
75712,21:01:52,21,1,52,75712,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
4663,01:17:43,1,17,43,4663,01:00-01:59,0,Late Night (00:00 AM To 02:59 AM)
18316,05:05:16,5,5,16,18316,05:00-05:59,1,Early Morning(03:00 AM To 6:59 AM)
18312,05:05:12,5,5,12,18312,05:00-05:59,1,Early Morning(03:00 AM To 6:59 AM)
66724,18:32:04,18,32,4,66724,18:00-18:59,7,Evening (18:00 PM To 23:59 PM)
75725,21:02:05,21,2,5,75725,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
75722,21:02:02,21,2,2,75722,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
58038,16:07:18,16,7,18,58038,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
18320,05:05:20,5,5,20,18320,05:00-05:59,1,Early Morning(03:00 AM To 6:59 AM)
78940,21:55:40,21,55,40,78940,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
1462,00:24:22,0,24,22,1462,00:00-00:59,0,Late Night (00:00 AM To 02:59 AM)
73989,20:33:09,20,33,9,73989,20:00-20:59,7,Evening (18:00 PM To 23:59 PM)
78779,21:52:59,21,52,59,78779,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
58035,16:07:15,16,7,15,58035,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
41213,11:26:53,11,26,53,41213,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
42777,11:52:57,11,52,57,42777,11:00-11:59,3,Mid Morning (9:00 AM To 11:59 AM)
58037,16:07:17,16,7,17,58037,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
71734,19:55:34,19,55,34,71734,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
71732,19:55:32,19,55,32,71732,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
75478,20:57:58,20,57,58,75478,20:00-20:59,7,Evening (18:00 PM To 23:59 PM)
75721,21:02:01,21,2,1,75721,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
4667,01:17:47,1,17,47,4667,01:00-01:59,0,Late Night (00:00 AM To 02:59 AM)
53075,14:44:35,14,44,35,53075,14:00-14:59,5,Mid Afternoon (14:00 PM To 15:59 PM)
82471,22:54:31,22,54,31,82471,22:00-22:59,7,Evening (18:00 PM To 23:59 PM)
71735,19:55:35,19,55,35,71735,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
58034,16:07:14,16,7,14,58034,16:00-16:59,6,PM Peak (16:00 PM To 17:59 PM)
38858,10:47:38,10,47,38,38858,10:00-10:59,3,Mid Morning (9:00 AM To 11:59 AM)
51188,14:13:08,14,13,8,51188,14:00-14:59,5,Mid Afternoon (14:00 PM To 15:59 PM)
82470,22:54:30,22,54,30,82470,22:00-22:59,7,Evening (18:00 PM To 23:59 PM)
80864,22:27:44,22,27,44,80864,22:00-22:59,7,Evening (18:00 PM To 23:59 PM)
51189,14:13:09,14,13,9,51189,14:00-14:59,5,Mid Afternoon (14:00 PM To 15:59 PM)
71736,19:55:36,19,55,36,71736,19:00-19:59,7,Evening (18:00 PM To 23:59 PM)
4666,01:17:46,1,17,46,4666,01:00-01:59,0,Late Night (00:00 AM To 02:59 AM)
